name,username,message,clusters,likes,comments,engajamento,url,time
Jovem Pan Natal | Rádio,jovempannatal,A ministra da Igualdade Racial  Anielle Franco  virou chacota nas redes sociais ao afirmar que no Brasil existe uma nova categoria de racismo  o racismo ambiental.  Em publicação sobre o efeito das chuvas nos municípios do Rio de Janeiro  a ministra de Lula disse que as tragédias ambientais são frutos do “racismo ambiental e climático”.  Anielle não explicou o conceito lançado por ela  que traz uma nova tipificação para o racismo. A ministra despertou comentários que debocharam da expressão utilizada.  A ministra é reincidente em cometer gafes para tentar criar narrativas sobre discriminação racial. No ano passado  ela afirmou que buraco negro  termo científico usado para definir a região do espaço em que o campo gravitacional não possui partículas ou radiação eletromagnética  é uma expressão racista. “Por exemplo  denegrir é uma palavra que o movimento negro e as pessoas que têm letramento racial não usam  de forma nenhuma. Ou  por exemplo  saímos desse buraco negro  a gente escuta muito isso”  afirmou durante o programa Bom dia Ministro do governo Federal.  Fonte: Diario do Poder  Reprodução: Google Imagens   #jovempan #noticias,Imprensa e redes sociais,109,31,54,https://www.instagram.com/jovempannatal/p/C2H5fSUMDew/,2024-01-15T05:57:47-08:00
BlogdoBG,blogdobg,A ministra da Igualdade Racial  Anielle Franco  virou chacota nas redes sociais ao afirmar que no Brasil existe uma nova categoria de racismo  o racismo ambiental.  Em publicação sobre o efeito das chuvas nos municípios do Rio de Janeiro  a ministra de Lula disse que as tragédias ambientais são frutos do “racismo ambiental e climático”.  Anielle não explicou o conceito lançado por ela  que traz uma nova tipificação para o racismo. A ministra despertou comentários que debocharam da expressão utilizada.  A ministra é reincidente em cometer gafes para tentar criar narrativas sobre discriminação racial. No ano passado  ela afirmou que buraco negro  termo científico usado para definir a região do espaço em que o campo gravitacional não possui partículas ou radiação eletromagnética  é uma expressão racista.  “Por exemplo  denegrir é uma palavra que o movimento negro e as pessoas que têm letramento racial não usam  de forma nenhuma. Ou  por exemplo  saímos desse buraco negro  a gente escuta muito isso”  afirmou durante o programa Bom dia Ministro do governo Federal.  Foto: Reprodução Com informações do Diário do Poder.,Rio de Janeiro,2030,518,1015,https://www.instagram.com/blogdobg/p/C2H4L8kL8wr/,2024-01-15T05:46:24-08:00
Portal Potiguar | Notícias,portalpotiguar,A ministra da Igualdade Racial  Anielle Franco  disse estar acompanhando os efeitos das fortes chuvas que atingem o Rio de Janeiro desde a noite de sábado (13). Anielle também afirmou que as “iminentes tragédias” decorrentes do temporal –que até a tarde deste domingo (14) já matou 11 pessoas– são fruto dos “efeitos de racismo ambiental e climático”. A fala da ministra repercutiu nas redes sociais.   Dentre as pessoas que comentaram o termo está o advogado do ex-presidente Jair Bolsonaro (PL)  Fabio Wajngarten.   “Alguém me explica o que é ‘racismo ambiental e climático’? É da mesma série do racismo dos estádios em final de campeonato?”  questionou. A fala é em referência ao episódio em que uma assessora do Ministério da Igualdade Racial disse que a torcida do São Paulo era formada por “descendente de europeu safade” durante o 2º jogo da final da Copa do Brasil contra o Flamengo  no Morumbi  em setembro de 2023. A assessora foi demitida posteriormente.   Além de ministra  Anielle faz parte do Conselho de Administração da indústria metalúrgica Tupy desde o final de agosto. Somando os recebimentos no conselho (R$ 36.115) com o salário como ministra (R$ 41.650)  Anielle tem remuneração mensal de R$ 77.765  podendo chegar a até R$ 87.526.,Imprensa e redes sociais,0,178,0,https://www.instagram.com/brasildefato/p/DGd_VpIylYX/,2024-01-15T03:50:47-08:00
Ursula Vidal,ursulavidalpa,As imagens da solidariedade  em meio ao mais absoluto caos e desespero…  A cada ano  a situação se agrava. Não estamos prontos  nossos centros urbanos não estão adaptados  precisamos discutir a resiliência das cidades com a urgência do cuidado com a vida.  Toda a solidariedade à cidade do Rio de Janeiro  sobretudo às áreas de periferia  morros e Baixada Fluminense. Já são 11 pessoas mortas.  Belém também precisa enfrentar seus desafios de drenagem de águas pluviais com o aumento de áreas verdes e solos permeáveis que absorvam parte do volume de chuvas  focar fortemente na dragagem de canais - são mais de 90 km distribuídos em 65 canais - e tratar com coragem a questão da educação e conscientização ambiental. Durante esse período de chuvas  os vetores de doenças agravam todos os cenários sanitários  diante da quantidade assustadora de locais inadequados de descarte de lixo espalhados pela cidade. Um alerta. Um cuidado.,Racismo ambiental,272,22,136,https://www.instagram.com/ursulavidalpa,2024-01-15T03:43:38-08:00
Cabo Elson,elsonoliveirapc,ANIELLE FRANCO Ministra de Lula  diz que RA-CISMO ambiental e climático é a causa das enchentes no Rio de Janeiro.,Rio de Janeiro,22,1,11,https://www.instagram.com/elsonoliveirapc,2024-01-15T03:21:06-08:00
Politiza Paraná,politiza_parana,"Anielle Franco é irmã de Marielle Franco Ocupa o cargo de ministra da Igualdade Racial no governo de Lula.Após fortes chuvas no Rio de Janeiro  a ministra causa polêmica ao associar as tragédias a 'efeitos de racismo ambiental e climático.Duvidas sobre o significado de ""racismo ambiental e climático.Anielle recebe cerca de R$ 41.650 como ministra da Igualdade Racial e Compõe o Conselho de Administração da indústria metalúrgica Tupy  recebendo em torno de R$ 36.115.Sua remuneração mensal varia entre R$ 77.765 e R$ 87.526.A declaração levanta debates sobre a responsabilidade ambiental em eventos climáticos extremos e seu possível vínculo com questões raciais.",Rio de Janeiro,728,654,364,https://www.instagram.com/aniellefranco/,2024-01-15T03:02:29-08:00
Simão Dias Como Eu Vejo,simaodiascomoeuvejo,A ministra da Igualdade Racial  Anielle Franco  afirmou neste domingo (4) que as fortes chuvas que atingiram o Rio de Janeiro são fruto do racismo ambiental.  “Estou acompanhando os efeitos da chuva de ontem nos municípios do Rio e o estado de alerta com as iminentes tragédias  fruto também dos efeitos do racismo ambiental e climático”  disse Anielle.  A ministra também afirmou que vai conversar com o ministro das Cidades para entender o que o governo federal pode fazer para ajudar os municípios atingidos pelas chuvas.  “Por enquanto  se possível  o ideal é evitar o deslocamento”  acrescentou Anielle. ____    Acesse nosso site (link na bio <redacted_mention>)                                            LEIA  CURTA COMENTE E COMPARTILHE                                          #SimaoDiasComoEuVejo #SDCEV,Rio de Janeiro,103,39,52,https://www.instagram.com/simaodiascomoeuvejo,2024-01-15T02:58:00-08:00
Portal Spy | Rede Seta,portalspy_,"A ministra da Igualdade Racial  Anielle Franco  declarou que está monitorando os impactos das intensas chuvas que assolam o Rio de Janeiro desde a noite de sábado (13 de janeiro de 2024). Anielle também enfatizou que as ""iminentes tragédias"" resultantes da tempestade  que já causou a morte de 11 pessoas até a tarde deste domingo (14 de janeiro)  são consequências dos ""efeitos de racismo ambiental e climático"".  A declaração da ministra gerou repercussão nas redes sociais  com o advogado do ex-presidente Jair Bolsonaro (PL)  Fabio Wajngarten  questionando: ""Alguém me explica o que é 'racismo ambiental e climático'? É da mesma série do racismo nos estádios no final de campeonato?"".  Wajngarten referiu-se a um episódio anterior em que uma assessora do Ministério da Igualdade Racial afirmou que a torcida do São Paulo era composta por ""descendentes de europeus safados"" durante o segundo jogo da final da Copa do Brasil contra o Flamengo  no Morumbi  em setembro de 2023. A assessora foi demitida posteriormente.  Além de ocupar o cargo de ministra  Anielle também integra o Conselho de Administração da indústria metalúrgica Tupy desde o final de agosto. Considerando os ganhos no conselho (R$ 36.115) e o salário como ministra (R$ 41.650)  Anielle recebe uma remuneração mensal de R$ 77.765  podendo chegar a até R$ 87.526.  O termo ""racismo ambiental"" foi explicado por Myanna Lahsen  antropóloga e pesquisadora da Divisão de Impactos  Adaptação e Vulnerabilidades do Inpe (Instituto Nacional de Pesquisas Espaciais). Ela afirmou ao Poder360 que esse conceito refere-se à relação entre o espaço e a vulnerabilidade em situações de desastres naturais. Lahsen destacou que as pessoas mais expostas aos riscos desses fenômenos naturais são  geralmente  aquelas pobres  predominantemente negras e pardas  que residem em áreas mais vulneráveis  desprovidas de infraestrutura para se proteger contra elementos como enchentes e deslizamentos.  A pesquisadora alertou que as mudanças climáticas e os eventos extremos originados da atividade humana tendem a se intensificar  agravando ainda mais a situação. No Rio de Janeiro  as chuvas afetaram vári... Leia matéria completa no site: LINK NA BIO",Rio de Janeiro,0,51,0,https://www.instagram.com/portalspy_,2024-01-15T02:48:50-08:00
Blog de Daltro Emerenciano,blogdedaltroemerenciano,A ministra da Igualdade Racial  Anielle Franco disse estar acompanhando os efeitos das fortes chuvas que atingiram o Rio de Janeiro desde a noite de sábado (13) até a manhã de domingo (14).  Anielle também disse que as “iminentes tragédias” decorrentes do temporal – que até a tarde de domingo matou 10 pessoas – são fruto dos “efeitos de racismo ambiental e climático”.  O comentário da ministra repercutiu nas redes sociais. Dentre as pessoas que comentaram o termo está o advogado do ex-presidente Jair Bolsonaro  Fabio Wajngarten.  “Alguém me explica o que é ‘racismo ambiental e climático’? É da mesma série do racismo dos estádios em final de campeonato?”  em referência ao episódio de comentários de uma assessora do órgão na final da Copa do Brasil.  Myanna Lahsen  antropóloga e pesquisadora da Divisão de Impactos  Adaptação e Vulnerabilidades do Inpe (Instituto Nacional de Pesquisas Espaciais) disse ao Poder360 que o termo ‘racismo ambiental ‘ se refere à relação entre o espaço e a vulnerabilidade em caso de desastres naturais.  “Significa que quem está mais exposto aos riscos de fenômenos naturais são pessoas pobres –que são majoritariamente pretas e pardas– que moram em locais mais vulneráveis e sem infraestrutura para se proteger contra os elementos como enchentes e deslizamentos”  explicou Myanna.  👨‍💻Leia mais no Blog de Daltro Emerenciano. O link está na bio.  Poder 360 / Foto: Valter Campanato/Agência Brasil  #blogdedaltroemerenciano #ministraaniellefranco #aniellefranco #riodejaneiro #governolula,Rio de Janeiro,515,309,258,https://www.instagram.com/blogdedaltroemerenciano/p/C2HiZMJOAI9/,2024-01-15T02:35:58-08:00
Minha Capital,minhacapital,☕️ oferecido por <redacted_mention> 📰 NOTÍCIA 🗞️ a ministra da Igualdade Racial  Anielle Franco  lamentou os efeitos das fortes chuvas que atingem o Rio de Janeiro e disse que as “iminentes tragédias” decorrentes do temporal —que até a tarde deste domingo (14) já havia resultado na morte de 11 pessoas— são fruto dos “efeitos de [racismo ambiental] e climático”.  “Estou acompanhando os efeitos da chuva de ontem nos municípios do Rio e o estado de alerta com as iminentes tragédias  fruto também dos efeitos do racismo ambiental e climático”  sustentou Anielle.  A declaração controvérsia da ministra repercutiu nas redes sociais. Uma das figuras políticas a repercutir termo usado pela integrante do alto escalão do governo Lula foi o advogado do ex-presidente Jair Bolsonaro (PL)  Fabio Wajngarten.  “Alguém me explica o que é ‘racismo ambiental e climático’? É da mesma série do racismo dos estádios em final de campeonato?”  externou.  A declaração de Wajngarten faz menção ao episódio em que uma assessora do Ministério da Igualdade Racial disse que a torcida do São Paulo era formada por “descendente de europeu safade”. A fala ocorreu durante o primeiro jogo da final da Copa do Brasil contra o Flamengo  no estádio Morumbi  em São Paulo  em setembro de 2023. À época  diante da repercussão  a assessora acabou sendo demitida.   Irmã de Marielle Franco  vítima de assassinato em março de 2018  Anielle é ministra da Igualdade Social  recebendo cerca de R$ 41.650  além de compor o Conselho de Administração da indústria metalúrgica Tupy. Somando os recebimentos no conselho  em torno de R$ 36.115)  sua remuneração mensal gira em torno de R$ 77.765  que podem chegar chegar a até R$ 87.526.  FONTE: CONEXÃO POLÍTICA,Rio de Janeiro,2320,687,1160,https://www.instagram.com/minhacapital,2024-01-15T02:06:58-08:00
